mission	snapshot	source_commit	source_path	source_blob	destination	content_status
11	master	09356a2	scripts/papers/curation_papers/10011.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10011.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10014.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10014.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10015.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10015.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10017.csv	179c787358f9869d3b50ee5d8f015b3795d10005	mission-data/11/scripts/papers/curation_papers/10017.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10018.csv	75327c25ec918733af545dd668b8be42a8982144	mission-data/11/scripts/papers/curation_papers/10018.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10019.csv	d7882334cc7932a2db2324bf8793e723c65e2322	mission-data/11/scripts/papers/curation_papers/10019.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10020.csv	f188105ccb969d24aa4fb68910ae35e5a5f6724e	mission-data/11/scripts/papers/curation_papers/10020.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10021.csv	01413cfa6095bc6562495ec83ac6245eb6144f4c	mission-data/11/scripts/papers/curation_papers/10021.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10022.csv	cf21007aa9a70954bca56e83ac4f9f462bd027b2	mission-data/11/scripts/papers/curation_papers/10022.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10023.csv	79e6491b0816a52d72cd0fed4ac17bfb9be090c8	mission-data/11/scripts/papers/curation_papers/10023.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10024.csv	cd45d98e25559a8c12b6aa15c8131432d875e29c	mission-data/11/scripts/papers/curation_papers/10024.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10025.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10025.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10026.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10026.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10027.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10027.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10028.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10028.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10029.csv	d1fbb12a0a8672a9c42d2abf0f98f0809536d490	mission-data/11/scripts/papers/curation_papers/10029.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10030.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10030.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10031.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10031.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10032.csv	8e56d307e905e22ab3e769346ff12d74b95f7613	mission-data/11/scripts/papers/curation_papers/10032.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10033.csv	e69de29bb2d1d6434b8b29ae775ad8c2e48c5391	mission-data/11/scripts/papers/curation_papers/10033.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10044.csv	f502c395b1d00bdcfbc0bb75e8e01b7717810ffc	mission-data/11/scripts/papers/curation_papers/10044.csv	exact
11	master	09356a2	scripts/papers/curation_papers/10045.csv	b99039b761f00474c64b1083e707b83a2886369a	mission-data/11/scripts/papers/curation_papers/10045.csv	exact
